TimeDelta,Length,Port,Attack
0.000756000,115,36646,0
0.000757000,115,36646,0
0.000190000,115,36646,0
0.000153000,115,36646,0
0.012940000,115,36646,0
0.000206000,115,36646,0
0.002815000,115,36646,0
0.000501000,115,36646,0
0.008809000,163,36646,0
0.031220000,115,443,0
0.000126000,115,443,0
0.000075000,115,443,0
0.045498000,1050,36646,0
